Region,Site,Date_Seeded,Date_Monitored,Latitude,Longitude,Elevation_ft,Sand_content,Clay_content,MAP,MAT,SiteDateID,Cum_precip,Since_last_precip
Utah,Salt_Desert,2018-10-31T00:00:00Z,2018-12-12T00:00:00Z,39.228361,-109.001389,4724,high,low,260.77,12.2,173,8.32,7.989999999999999
Utah,Salt_Desert,2018-10-31T00:00:00Z,2019-03-29T00:00:00Z,39.228361,-109.001389,4724,high,low,260.77,12.2,174,140.42,132.1
Utah,Salt_Desert,2018-10-31T00:00:00Z,2019-04-19T00:00:00Z,39.228361,-109.001389,4724,high,low,260.77,12.2,175,142.42,2
Utah,Salt_Desert,2018-10-31T00:00:00Z,2019-05-09T00:00:00Z,39.228361,-109.001389,4724,high,low,260.77,12.2,176,178.09,35.67
Utah,Salt_Desert,2018-10-31T00:00:00Z,2019-05-28T00:00:00Z,39.228361,-109.001389,4724,high,low,260.77,12.2,177,204.38,27.28
Utah,Salt_Desert,2018-10-31T00:00:00Z,2019-07-01T00:00:00Z,39.228361,-109.001389,4724,high,low,260.77,12.2,178,224.96,22.169999999999998
Utah,Salt_Desert,2018-10-31T00:00:00Z,2019-08-07T00:00:00Z,39.228361,-109.001389,4724,high,low,260.77,12.2,179,244.63,19.67
Utah,Salt_Desert,2018-10-31T00:00:00Z,2021-06-29T00:00:00Z,39.228361,-109.001389,4724,high,low,260.77,12.2,180,530.05,285.42
Utah,UtahPJ,2018-10-29T00:00:00Z,2018-11-16T00:00:00Z,38.29448,-109.06452,7486,high,low,380.43,8.8,181,3.79,3.79
Utah,UtahPJ,2018-10-29T00:00:00Z,2018-11-28T00:00:00Z,38.29448,-109.06452,7486,high,low,380.43,8.8,182,3.79,0
Utah,UtahPJ,2018-10-29T00:00:00Z,2019-04-26T00:00:00Z,38.29448,-109.06452,7486,high,low,380.43,8.8,183,222.08,218.29
Utah,UtahPJ,2018-10-29T00:00:00Z,2019-05-16T00:00:00Z,38.29448,-109.06452,7486,high,low,380.43,8.8,184,258.36,36.28
Utah,UtahPJ,2018-10-29T00:00:00Z,2019-05-29T00:00:00Z,38.29448,-109.06452,7486,high,low,380.43,8.8,185,301.96,43.6
Utah,UtahPJ,2018-10-29T00:00:00Z,2019-07-02T00:00:00Z,38.29448,-109.06452,7486,high,low,380.43,8.8,186,313.85,14.73
Utah,UtahPJ,2018-10-29T00:00:00Z,2019-08-06T00:00:00Z,38.29448,-109.06452,7486,high,low,380.43,8.8,187,359.97,46.63
Utah,UtahPJ,2018-10-29T00:00:00Z,2021-06-29T00:00:00Z,38.29448,-109.06452,7486,high,low,380.43,8.8,188,787.55,427.58
