Site,Region,CodeOriginal,Code,Name,Native,Duration,Lifeform,SpeciesSeeded
29_Palms,Mojave,PLOV,PLOV,Plantago ovata,Native,Annual,Forb,No
29_Palms,Mojave,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
AVRCD,Mojave,AMTE3,AMTE3,Amsinckia tessellata,Native,Annual,Forb,No
AVRCD,Mojave,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No
AVRCD,Mojave,CRSE11,CRSE11,Croton setigerus,Native,Annual,Forb,No
AVRCD,Mojave,CRYSPP,CRYSPP.AVRCD,"Cryptantha spp., AVRCD",Native,Unknown,Forb,No
AVRCD,Mojave,ERIN4,ERIN4,Eriogonum inflatum,Native,Unknown,Forb,No
AVRCD,Mojave,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No
AVRCD,Mojave,HIIN3,HIIN3,Hirschfeldia incana,Introduced,Unknown,Forb,No
AVRCD,Mojave,LACA7,LACA7,Lasthenia californica,Native,Unknown,Forb,No
AVRCD,Mojave,MADI6,MADI6,Matricaria discoidea,Introduced,Annual,Forb,No
AVRCD,Mojave,PEPL,PEPL,Pectocarya platycarpa,Native,Annual,Forb,No
AVRCD,Mojave,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
AVRCD,Mojave,SIAL2,SIAL2,Sisymbrium altissimum,Introduced,Annual,Forb,No
AVRCD,Mojave,SPAM2,SPAM2,Sphaeralcea ambigua,Native,Perennial,Forb,No
AVRCD,Mojave,UNFO2A,UNFO2A.AVRCD,"Unknown forb 2A, AVRCD",Unknown,Unknown,Forb,No
Pleasant,Sonoran Central,ACMIS,ACMIS,Acmispon (Lotus),Native,Unknown,Forb,No
Pleasant,Sonoran Central,AMMEI2,AMMEI2,Amsinckia menziesii,Native,Annual,Forb,No
Pleasant,Sonoran Central,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No
Pleasant,Sonoran Central,CACI2,CACI2,Calandrinia ciliata,Native,Annual,Forb,No
Pleasant,Sonoran Central,EUAB,EUAB,Chamaesyce abramsiana,Native,Annual,Forb,No
Pleasant,Sonoran Central,CRCO34,CRCO34,Crassula connata,Native,Annual,Forb,No
Pleasant,Sonoran Central,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No
Pleasant,Sonoran Central,HAPAA,HAPAA,Harpagonella palmeri,Native,Annual,Forb,No
Pleasant,Sonoran Central,HEHIC,HEHIC,Herniaria hirsuta,Introduced,Annual,Forb,No
Pleasant,Sonoran Central,LELA,LELA,Lepidium lasiocarpum,Native,Annual,Forb,No
Pleasant,Sonoran Central,LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No
Pleasant,Sonoran Central,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No
Pleasant,Sonoran Central,LOSTT,LOSTT,Lotus strigosus,Native,Annual,Forb,No
Pleasant,Sonoran Central,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,No
Pleasant,Sonoran Central,MAPA5,MAPA5,Malva parviflora,Introduced,Unknown,Forb,No
Pleasant,Sonoran Central,MEIN2,MEIN2,Melilotus indicus,Introduced,Annual,Forb,No
Pleasant,Sonoran Central,MONU,MONU,Monolepis nuttalliana,Native,Annual,Forb,No
Pleasant,Sonoran Central,PEHE,PEHE,Pectocarya heterocarpa,Native,Annual,Forb,No
Pleasant,Sonoran Central,PEPL,PEPL,Pectocarya platycarpa,Native,Annual,Forb,No
Pleasant,Sonoran Central,PERE,PERE,Pectocarya recurvata,Native,Annual,Forb,No
Pleasant,Sonoran Central,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No
Pleasant,Sonoran Central,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No
Pleasant,Sonoran Central,PLOV,PLOV,Plantago ovata,Native,Annual,Forb,No
Pleasant,Sonoran Central,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,No
Pleasant,Sonoran Central,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
Preserve,Sonoran Central,ABPA3,ABPA3,Abutilon parvulum,Native,Perennial,Forb,No
Preserve,Sonoran Central,AMCO3,AMCO3,Ambrosia confertiflora,Native,Perennial,Forb,No
Preserve,Sonoran Central,ARAD,ARAD,Aristida adscensionis,Native,Annual,Grass,No
Preserve,Sonoran Central,BOAR,BOAR,Bouteloua aristidoides,Native,Annual,Grass,No
Preserve,Sonoran Central,BORO2,BORO2,Bouteloua rothrockii,Native,Perennial,Grass,No
Preserve,Sonoran Central,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No
Preserve,Sonoran Central,CHPO12,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No
Preserve,Sonoran Central,CHBR,CHBR,Chorizanthe brevicornu,Native,Annual,Forb,No
Preserve,Sonoran Central,CRCO34,CRCO34,Crassula connata,Native,Annual,Forb,No
Preserve,Sonoran Central,CRBA5,CRBA5,Cryptantha barbigera,Native,Annual,Forb,No
Preserve,Sonoran Central,ERIAS,ERIAS,Eriastrum,Native,Unknown,Forb,No
Preserve,Sonoran Central,ERDI2,ERDI2,Eriastrum diffusum,Native,Annual,Forb,No
Preserve,Sonoran Central,ERPA11,ERPA11,Eriogonum palmerianum,Native,Annual,Forb,No
Preserve,Sonoran Central,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No
Preserve,Sonoran Central,HEHIC,HEHIC,Herniaria hirsuta,Introduced,Annual,Forb,No
Preserve,Sonoran Central,LACA7,LACA7,Lasthenia californica,Native,Unknown,Forb,No
Preserve,Sonoran Central,LAGR10,LAGR10,Lasthenia gracilis,Native,Annual,Forb,No
Preserve,Sonoran Central,LELA,LELA,Lepidium lasiocarpum,Native,Annual,Forb,No
Preserve,Sonoran Central,LOSQ,LOSQ,Loeflingia squarrosa,Native,Annual,Forb,No
Preserve,Sonoran Central,LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No
Preserve,Sonoran Central,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No
Preserve,Sonoran Central,LOSTT,LOSTT,Lotus strigosus,Native,Annual,Forb,No
Preserve,Sonoran Central,LUCO,LUCO,Lupinus concinnus,Native,Annual,Forb,No
Preserve,Sonoran Central,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,No
Preserve,Sonoran Central,PECTO,PECTO,Pectocarya,Native,Annual,Forb,No
Preserve,Sonoran Central,PEHE,PEHE,Pectocarya heterocarpa,Native,Annual,Forb,No
Preserve,Sonoran Central,PEPL,PEPL,Pectocarya platycarpa,Native,Annual,Forb,No
Preserve,Sonoran Central,PERE,PERE,Pectocarya recurvata,Native,Annual,Forb,No
Preserve,Sonoran Central,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No
Preserve,Sonoran Central,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No
Preserve,Sonoran Central,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No
Preserve,Sonoran Central,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
Preserve,Sonoran Central,SIAN2,SIAN2,Silene antirrhina,Native,Annual,Forb,No
Preserve,Sonoran Central,STGN,STGN,Stylocline gnaphalioides,Native,Annual,Forb,No
Preserve,Sonoran Central,VUOC,VUOC,Vulpia octoflora,Native,Annual,Grass,No
Roosevelt,Sonoran Central,AMMEI2,AMMEI2,Amsinckia menziesii,Native,Annual,Forb,No
Roosevelt,Sonoran Central,ASNU4,ASNU4,Astragalus nuttallianus,Native,Unknown,Forb,No
Roosevelt,Sonoran Central,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No
Roosevelt,Sonoran Central,CHAL11,CHAL11,Chamaesyce albomarginata,Native,Perennial,Forb,No
Roosevelt,Sonoran Central,CHPO12,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No
Roosevelt,Sonoran Central,CRCO34,CRCO34,Crassula connata,Native,Annual,Forb,No
Roosevelt,Sonoran Central,CRYPT,CRYPT.Roosevelt,"Cryptantha spp., Roosevelt",Native,Unknown,Forb,No
Roosevelt,Sonoran Central,DAPU3,DAPU3,Daucus pusillus,Native,Annual,Forb,No
Roosevelt,Sonoran Central,DICA14,DICA14,Dichelostemma capitatum,Native,Perennial,Forb,No
Roosevelt,Sonoran Central,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No
Roosevelt,Sonoran Central,HAPAA,HAPAA,Harpagonella palmeri,Native,Annual,Forb,No
Roosevelt,Sonoran Central,HEHIC,HEHIC,Herniaria hirsuta,Introduced,Annual,Forb,No
Roosevelt,Sonoran Central,LACA7,LACA7,Lasthenia californica,Native,Unknown,Forb,No
Roosevelt,Sonoran Central,LAGR10,LAGR10,Lasthenia gracilis,Native,Annual,Forb,No
Roosevelt,Sonoran Central,LELA,LELA,Lepidium lasiocarpum,Native,Annual,Forb,No
Roosevelt,Sonoran Central,LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No
Roosevelt,Sonoran Central,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No
Roosevelt,Sonoran Central,LOSTT,LOSTT,Lotus strigosus,Native,Annual,Forb,No
Roosevelt,Sonoran Central,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,No
Roosevelt,Sonoran Central,MEIN2,MEIN2,Melilotus indicus,Introduced,Annual,Forb,No
Roosevelt,Sonoran Central,PECTO,PECTO,Pectocarya,Native,Annual,Forb,No
Roosevelt,Sonoran Central,PEHE,PEHE,Pectocarya heterocarpa,Native,Annual,Forb,No
Roosevelt,Sonoran Central,PERE,PERE,Pectocarya recurvata,Native,Annual,Forb,No
Roosevelt,Sonoran Central,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No
Roosevelt,Sonoran Central,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No
Roosevelt,Sonoran Central,PLANT,PLANT,Plantago,Unknown,Unknown,Forb,No
Roosevelt,Sonoran Central,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No
Roosevelt,Sonoran Central,POBI,POBI,Poa bigelovii,Native,Annual,Grass,No
Roosevelt,Sonoran Central,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,No
Roosevelt,Sonoran Central,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
Roosevelt,Sonoran Central,SIAN2,SIAN2,Silene antirrhina,Native,Annual,Forb,No
Roosevelt,Sonoran Central,SOOL,SOOL,Sonchus oleraceus,Introduced,Annual,Forb,No
Roosevelt,Sonoran Central,VEPEX2,VEPEX2,Veronica peregrina ssp. xalapensis,Native,Annual,Forb,No
Roosevelt,Sonoran Central,VUOC,VUOC,Vulpia octoflora,Native,Annual,Grass,No
SCC,Sonoran Central,BOIN,BOIN,Boerhavia intermedia,Native,Annual,Forb,No
SCC,Sonoran Central,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No
SCC,Sonoran Central,MAPA5,MAPA5,Malva parviflora,Introduced,Unknown,Forb,No
SCC,Sonoran Central,MONU,MONU,Monolepis nuttalliana,Native,Annual,Forb,No
SCC,Sonoran Central,ONPI,ONPI,Oncosiphon piluliferum,Introduced,Annual,Forb,No
SCC,Sonoran Central,POOL,POOL,Portulaca oleracea,Unknown,Annual,Forb,No
SCC,Sonoran Central,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
SCC,Sonoran Central,SIIR,SIIR,Sisymbrium irio,Introduced,Annual,Forb,No
SCC,Sonoran Central,TRTE,TRTE,Tribulus terrestris,Introduced,Annual,Forb,No
Patagonia,Sonoran SE,ARPU9,ARPU9,Aristida purpurea,Native,Perennial,Grass,No
Patagonia,Sonoran SE,ARISPP,ARISPP.Patagonia,"Aristida spp., Patagonia",Native,Unknown,Grass,No
Patagonia,Sonoran SE,CALSPP,CALSPP.Patagonia,"Calandrinia spp., Patagonia",Native,Unknown,Forb,No
Patagonia,Sonoran SE,CHESPP,CHESPP.Patagonia,"Chenopodium spp., Patagonia",Unknown,Unknown,Forb,No
Patagonia,Sonoran SE,COCA5,COCA5,Conyza canadensis,Native,Annual,Forb,No
Patagonia,Sonoran SE,DICA14,DICA14,Dichelostemma capitatum,Native,Perennial,Forb,No
Patagonia,Sonoran SE,ERCU2,ERCU2,Eragrostis curvula,Introduced,Perennial,Grass,No
Patagonia,Sonoran SE,ERLE,ERLE,Eragrostis lehmanniana,Introduced,Perennial,Grass,No
Patagonia,Sonoran SE,ERASPP,ERASPP.Patagonia,"Eragrostis spp., ERCU or ERLE, Patagonia",Unknown,Unknown,Grass,No
Patagonia,Sonoran SE,ERISPP,ERISPP.Patagonia,"Eriastrum or Erigonum spp. (?), Patagonia",Native,Unknown,Forb,No
Patagonia,Sonoran SE,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No
Patagonia,Sonoran SE,ESCA2,ESCA2,Eschscholzia californica,Native,Unknown,Forb,No
Patagonia,Sonoran SE,GLGO,GLGO,Glandularia gooddingii,Native,Perennial,Forb,No
Patagonia,Sonoran SE,LETH2,LETH2,Lepidium thurberi,Native,Annual,Forb,No
Patagonia,Sonoran SE,MENSPP,MENSPP.Patagonia,"Mentzelia spp., Patagonia",Native,Unknown,Forb,No
Patagonia,Sonoran SE,PHDI,PHDI,Phacelia distans,Native,Unknown,Forb,No
Patagonia,Sonoran SE,POSE,POSE,Poa secunda,Native,Perennial,Grass,No
Patagonia,Sonoran SE,PSCA11,PSCA11,Pseudognaphalium canescens,Native,Unknown,Forb,No
Patagonia,Sonoran SE,SATR12,SATR12,Salsola tragus,Introduced,Annual,Forb,No
Patagonia,Sonoran SE,SINE,SINE,Sida neomexicana,Native,Perennial,Forb,No
Patagonia,Sonoran SE,SPCR,SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,No
Patagonia,Sonoran SE,TRPI,TRPI,Tradescantia pinetorum,Native,Perennial,Forb,No
Patagonia,Sonoran SE,UNFO1,UNFO1.Patagonia,"Unknown forb (Patagonia and SRER are same); upright mustard with tiny blueish flower, Patagonia",Unknown,Unknown,Forb,No
Patagonia,Sonoran SE,UNFO5,UNFO5.Patagonia,"Unknown forb (Patagonia); Similar to dandelion, yellow closed flowers, Patagonia",Unknown,Unknown,Forb,No
Patagonia,Sonoran SE,UNFO2,UNFO2.Patagonia,"Unknown forb (Patagonia); low to ground, succulenty, tiny white flowers, similar to purslane, Patagonia",Unknown,Unknown,Forb,No
Patagonia,Sonoran SE,UNFO3,UNFO3.Patagonia,"Unknown forb (Patagonia); upright mustard with small pods and tiny yellow flowers, Patagonia",Unknown,Unknown,Forb,No
Patagonia,Sonoran SE,UNFO1A,UNFO1A.Patagonia,"Unknown forb (Patagonia, Nov 2019) = Darker Green, 5 petals radiating out, Patagonia",Unknown,Unknown,Forb,No
Patagonia,Sonoran SE,UNFO_P_3,UNFO_P_3.Patagonia,"Unknown forb; Fabeacea (pea), long and spindly (Spring 2021), Patagonia",Unknown,Unknown,Forb,No
Patagonia,Sonoran SE,UNFO_P_2,UNFO_P_2.Patagonia,"Unknown forb; Pinated leaves, upright rosette, lighter green, Ambrosia?  (Spring 2021), Patagonia",Unknown,Unknown,Forb,No
Patagonia,Sonoran SE,UNFO_P_5,UNFO_P_5.Patagonia,"Unknown forb; Prominent mid-vein, leaf doesn't completely surround/there's good amount of petiole, ovate leaves that're slightly speckled, oenothera? (Spring 2021), Patagonia",Unknown,Unknown,Forb,No
Patagonia,Sonoran SE,UNFO_P_7,UNFO_P_7.Patagonia,"Unknown forb; Rosette leaves slightly fuzzy and silvery light green. simple leaves, smells like bandaids (Spring 2021), Patagonia",Unknown,Unknown,Forb,No
Patagonia,Sonoran SE,UNFO6,UNFO6.Patagonia,"Unknown forb; green, young, radiating basal leaves; slightly fuzzy; Patagonia, Patagonia",Unknown,Unknown,Forb,No
Patagonia,Sonoran SE,UNFO_P_1,UNFO_P_1.Patagonia,"Unknown forb; small reddish purple rosette with ovate leaves (Spring 2021), Patagonia",Unknown,Unknown,Forb,No
Patagonia,Sonoran SE,UNGRS3,UNGRS3.Patagonia,"Unknown grass (Patagonia); Lighter green, thin leaves, possible threeawn?, Patagonia",Unknown,Unknown,Grass,No
Patagonia,Sonoran SE,UNGRS2,UNGRS2.Patagonia,"Unknown grass (Patagonia); Unk grass seedling, leaf divided early like BOGR, possible lovegrass?, Patagonia",Unknown,Unknown,Grass,No
Patagonia,Sonoran SE,UNGRS1,UNGRS1.Patagonia,"Unknown grass (SRER); Small tuft grass, bouteloua like growth, heads as nodes, Patagonia",Unknown,Unknown,Grass,No
Patagonia,Sonoran SE,UNGR1,UNGR1.Patagonia,"Unknown grass 1, Patagonia",Unknown,Unknown,Grass,No
Patagonia,Sonoran SE,UNFO_P_4,UNFO_P_4.Patagonia,"Unkown forb; Unknown Fabeacea (Pea), short and fuzzy, chunky, Acmispon Brachycarpus? (Spring 2021), Patagonia",Unknown,Unknown,Forb,No
SRER,Sonoran SE,AMCO3,AMCO3,Ambrosia confertiflora,Native,Perennial,Forb,No
SRER,Sonoran SE,ANCR2,ANCR2,Anoda cristata,Native,Annual,Forb,No
SRER,Sonoran SE,ANOSPP,ANOSPP.SRER,"Anoda spp., SRER",Native,Unknown,Forb,No
SRER,Sonoran SE,ARPU9,ARPU9,Aristida purpurea,Native,Perennial,Grass,No
SRER,Sonoran SE,ARISPP,ARISPP.SRER,"Aristida spp., SRER",Native,Unknown,Grass,No
SRER,Sonoran SE,ARTE3,ARTE3,Aristida ternipes,Native,Perennial,Grass,No
SRER,Sonoran SE,ARWA,ARWA,Aristolochia watsonii,Native,Perennial,Forb,No
SRER,Sonoran SE,ASTSPP,ASTSPP.SRER,"Astragalus spp., SRER",Native/Unknown,Unknown,Forb,No
SRER,Sonoran SE,BOCO,BOCO,Boerhavia coccinea,Native,Perennial,Forb,No
SRER,Sonoran SE,BOCU,BOCU,Bouteloua curtipendula,Native,Perennial,Grass,No
SRER,Sonoran SE,BOER4,BOER4,Bouteloua eriopoda,Native,Perennial,Grass,No
SRER,Sonoran SE,BORA,BORA,Bouteloua radicosa,Native,Perennial,Grass,No
SRER,Sonoran SE,BOUSPP,BOUSPP.SRER,"Bouteloua spp., SRER",Native,Unknown,Grass,No
SRER,Sonoran SE,BRASPP,BRASPP.SRER,"Brassica spp. (likely DEPI), SRER",Native/Unknown,Unknown,Forb,No
SRER,Sonoran SE,CHFR3,CHFR3,Chenopodium fremontii,Native,Annual,Forb,No
SRER,Sonoran SE,COCA8,COCA8,Coreopsis califonica,Native,Annual,Forb,No
SRER,Sonoran SE,CRAN4,CRAN4,Cryptantha angustifolia,Native,Annual,Forb,No
SRER,Sonoran SE,CRYSPP,CRYSPP.SRER,"Cryptantha spp., SRER",Native,Unknown,Forb,No
SRER,Sonoran SE,DeadStem,DeadStem,Dead stem,Unknown,Unknown,Forb,No
SRER,Sonoran SE,DEPI,DEPI,Descurainia pinnata,Native,Unknown,Forb,No
SRER,Sonoran SE,DICA8,DICA8,Digitaria californica,Native,Perennial,Grass,No
SRER,Sonoran SE,ERLE,ERLE,Eragrostis lehmanniana,Introduced,Perennial,Grass,No
SRER,Sonoran SE,ERPO4,ERPO4,Eriogonum polycladon,Native,Annual,Forb,No
SRER,Sonoran SE,ESCA2,ESCA2,Eschscholzia californica,Native,Unknown,Forb,No
SRER,Sonoran SE,EVAR,EVAR,Evolvulus arizonicus,Native,Perennial,Forb,No
SRER,Sonoran SE,GIST,GIST,Gilia stellata,Native,Annual,Forb,No
SRER,Sonoran SE,LAGL5,LAGL5,Layia glandulosa,Native,Annual,Forb,No
SRER,Sonoran SE,LEAU16,LEAU16,Leptosiphon aureus,Native,Annual,Forb,No
SRER,Sonoran SE,LUCO,LUCO,Lupinus concinnus,Native,Annual,Forb,No
SRER,Sonoran SE,LUPSPP,LUPSPP.SRER,"Lupinus spp., SRER",Unknown,Unknown,Forb,No
SRER,Sonoran SE,MAGR10,MAGR10,Machaeranthera gracilis,Native,Annual,Forb,No
SRER,Sonoran SE,MAGL3,MAGL3,Malacothrix glabrata,Native,Annual,Forb,No
SRER,Sonoran SE,MEAL6,MEAL6,Mentzelia albicaulis,Native,Annual,Forb,No
SRER,Sonoran SE,MENSPP,MENSPP.SRER,"Mentzelia spp., SRER",Native,Unknown,Forb,No
SRER,Sonoran SE,MOCE,MOCE,Mollugo cerviana,Introduced,Annual,Forb,No
SRER,Sonoran SE,PACA6,PACA6,Panicum capillare,Native,Annual,Grass,No
SRER,Sonoran SE,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No
SRER,Sonoran SE,PLASPP,PLASPP.SRER,"Plantago spp., SRER",Unknown,Unknown,Forb,No
SRER,Sonoran SE,PSCA11,PSCA11,Pseudognaphalium canescens,Native,Unknown,Forb,No
SRER,Sonoran SE,SATR12,SATR12,Salsola tragus,Introduced,Annual,Forb,No
SRER,Sonoran SE,SCPI3,SCPI3,Schkuhria pinnata,Unknown,Annual,Forb,No
SRER,Sonoran SE,SIAB,SIAB,Sida abutifolia,Introduced,Unknown,Forb,No
SRER,Sonoran SE,SINE,SINE,Sida neomexicana,Native,Perennial,Forb,No
SRER,Sonoran SE,SPEC2,SPEC2,Spermolepis echinata,Native,Annual,Forb,No
SRER,Sonoran SE,UNDPF,UNDPF.SRER,"Unknown dead pod forb, SRER",Unknown,Unknown,Forb,No
SRER,Sonoran SE,UNFO1,UNFO1.SRER,"Unknown forb (Patagonia and SRER are same); upright mustard with tiny blueish flower, SRER",Unknown,Unknown,Forb,No
SRER,Sonoran SE,UNFO6,UNFO6.SRER,"Unknown forb (SRER); Very small, long slender leaves, fuzzy, leaf toothed around margins. Possibly Heterotheca grandiflora, SRER",Unknown,Unknown,Forb,No
SRER,Sonoran SE,UNFO3,UNFO3.SRER,"Unknown forb (SRER); tiny reddish basal leaves, star-like petals, SRER",Unknown,Unknown,Forb,No
SRER,Sonoran SE,UNFO4,UNFO4.SRER,"Unknown forb (SRER); very hairy radiating out/up, fuzzy rosettes, SRER",Unknown,Unknown,Forb,No
SRER,Sonoran SE,UNFO_S_7,UNFO_S_7.SRER,"Unknown forb; ""artichoke head"", stem leaves alternate, basal rosette, possibly cryptantha? (Spring 2021), SRER",Unknown,Unknown,Forb,No
SRER,Sonoran SE,UNFO_S_3,UNFO_S_3.SRER,"Unknown forb; Fuzzy green penately arranged leaflets, partially pinated lobes ""thick poppy"" possibly an ambrosia (Spring 2021), SRER",Unknown,Unknown,Forb,No
SRER,Sonoran SE,UNFO_S_1,UNFO_S_1.SRER,"Unknown forb; Purple vine, sagitate leaves (Spring 2021), SRER",Unknown,Unknown,Forb,No
SRER,Sonoran SE,UNFO_S_5,UNFO_S_5.SRER,"Unknown forb; Silky hairy fuzzy, straight leaves, no prominent veination, pseudognaphalium? (Spring 2021), SRER",Unknown,Unknown,Forb,No
SRER,Sonoran SE,UNFO_S_4,UNFO_S_4.SRER,"Unknown forb; Super tiny, very spikey, pinately lobed, possible cryptantha or plagiobothrys (Spring 2021), SRER",Unknown,Unknown,Forb,No
SRER,Sonoran SE,UNGRS1,UNGRS1.SRER,"Unknown grass (Patagonia);Unk. grass seedling, bunchy, possible lovegrass?, SRER",Unknown,Unknown,Grass,No
SRER,Sonoran SE,UNGR_S_1,UNGR_S_1.SRER,"Unknown grass; Grass seedling short erose ligule slight chance ARPU because of 45 degree leaf or possibly a Vulpia sp. like VUOC (Spring 2021), SRER",Unknown,Unknown,Grass,No
SRER,Sonoran SE,VUOC,VUOC,Vulpia octoflora,Native,Annual,Grass,No
CRC,Utah,CHTE2,CHTE2,Chorispora tenella,Introduced,Annual,Forb,No
CRC,Utah,DEPI,DEPI,Descurainia pinnata,Native,Unknown,Forb,No
CRC,Utah,HAGL,HAGL,Halogeton glomeratus,Introduced,Annual,Forb,No
CRC,Utah,SATR12,SATR12,Salsola tragus,Introduced,Annual,Forb,No
CRC,Utah,UNFO2,UNFO2.CRC,"Unknown forb 2, CRC",Unknown,Unknown,Forb,No
CRC,Utah,UNFO3,UNFO3.CRC,"Unknown forb 3, CRC",Unknown,Unknown,Forb,No
Salt_Desert,Utah,BRTE,BRTE,Bromus tectorum,Introduced,Annual,Grass,No
Salt_Desert,Utah,DEPI,DEPI,Descurainia pinnata,Native,Unknown,Forb,No
Salt_Desert,Utah,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No
Salt_Desert,Utah,HAGL,HAGL,Halogeton glomeratus,Introduced,Annual,Forb,No
Salt_Desert,Utah,HEMU3,HEMU3,Heliomeris multiflora,Native,Perennial,Forb,No
Salt_Desert,Utah,LILE3,LILE3,Linum lewisii,Native,Perennial,Forb,No
Salt_Desert,Utah,SATR12,SATR12,Salsola tragus,Introduced,Annual,Forb,No
Salt_Desert,Utah,SIAL2,SIAL2,Sisymbrium altissimum,Introduced,Annual,Forb,No
Salt_Desert,Utah,SPGR2,SPGR2,Sphaeralcea grossulariifolia,Native,Perennial,Forb,No
Salt_Desert,Utah,UNFO4,UNFO4.Salt_Desert,"Unknown forb 4, Salt_Desert",Unknown,Unknown,Forb,No
Salt_Desert,Utah,UNFO.12166.assigned,UNFO.12166.assigned.Salt_Desert,"Unknown forb with assigned code, and manually entered, Salt_Desert",Unknown,Unknown,Forb,No
Salt_Desert,Utah,UNGR1,UNGR1.Salt_Desert,"Unknown grass 1, Salt_Desert",Unknown,Unknown,Grass,No
Salt_Desert,Utah,UNGR4,UNGR4.Salt_Desert,"Unknown grass 4, Salt_Desert",Unknown,Unknown,Grass,No
UtahPJ,Utah,ACHY,ACHY,Achnatherum hymenoides,Native,Perennial,Grass,No
UtahPJ,Utah,BRTE,BRTE,Bromus tectorum,Introduced,Annual,Grass,No
UtahPJ,Utah,CANU3,CANU3,Calochortus nuttallii,Native,Perennial,Forb,No
UtahPJ,Utah,CETE5,CETE5,Ceratocephala testiculata,Introduced,Annual,Forb,No
UtahPJ,Utah,CHIN2,CHIN2,Chenopodium incanum,Native,Annual,Forb,No
UtahPJ,Utah,CYAC,CYAC,Cymopterus acaulis,Native,Perennial,Forb,No
UtahPJ,Utah,DEPI,DEPI,Descurainia pinnata,Native,Unknown,Forb,No
UtahPJ,Utah,DRABA,DRABA.UtahPJ,"Draba spp., UtahPJ",Native/Unknown,Unknown,Forb,No
UtahPJ,Utah,Eriogonum sp.,Eriogonum sp..UtahPJ,"Erigonum spp., UtahPJ",Native,Unknown,Forb,No
UtahPJ,Utah,ERRA3,ERRA3,Eriogonum racemosum,Native,Perennial,Forb,No
UtahPJ,Utah,GUSA2,GUSA2,Gutierrezia sarothrae,Native,Perennial,Shrub,No
UtahPJ,Utah,HEBO,HEBO,Hedysarum boreale,Native,Perennial,Forb,No
UtahPJ,Utah,HECO26,HECO26,Hesperostipa comata,Native,Perennial,Grass,No
UtahPJ,Utah,MIGR,MIGR,Microsteris gracilis,Native,Annual,Forb,No
UtahPJ,Utah,PASM,PASM,Pascopyrum smithii,Native,Perennial,Grass,No
UtahPJ,Utah,PHLO2,PHLO2,Phlox longifolia,Native,Perennial,Forb,No
UtahPJ,Utah,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No
UtahPJ,Utah,SATR12,SATR12,Salsola tragus,Introduced,Annual,Forb,No
UtahPJ,Utah,SPCO,SPCO,Sphaeralcea coccinea,Native,Perennial,Forb,No
UtahPJ,Utah,SPGR2,SPGR2,Sphaeralcea grossulariifolia,Native,Perennial,Forb,No
UtahPJ,Utah,SPSP,SPSP.UtahPJ,"Sphaeralcea spp., UtahPJ",Native/Unknown,Unknown,Forb,No
UtahPJ,Utah,SPCR,SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,No
