AccSpeciesName,DispersalSyndrome28,SeedDryMass26,SLA3117,GerminationRate95,LeafN14,LeafArea3113,LeafArea3114,LeafDryMass55,LeafCN146
Clinopodium graveolens subsp. rotundifolium,7,13,0,4,0,0,0,0,0
Clinopodium insulare,2,2,0,4,0,0,0,0,0
Clinopodium menthifolium,10,35,0,6,0,0,0,0,0
Clinopodium menthifolium subsp. ascendens,4,4,0,4,0,0,0,0,0
Clinopodium myrianthum,1,1,0,4,0,0,0,0,0
Clinopodium nepeta,17,38,29,1,12,2,0,1,1
Clinopodium nepeta subsp. glandulosum,0,0,0,4,0,0,0,0,0
Clinopodium obovatum,0,0,40,0,0,0,19,0,0
Clinopodium rupestre,0,0,5,0,0,0,0,5,0
Clinopodium sandalioticum,1,1,0,0,0,0,0,0,0
Clinopodium serpyllifolium,2,10,0,0,0,0,0,0,0
Clinopodium serpyllifolium subsp. fruticosum,6,6,0,4,0,0,0,0,0
Clinopodium umbrosum,0,0,0,5,0,0,0,0,0
Clinopodium vernayanum,2,2,0,4,0,0,0,0,0
Clinopodium vulgare,306,63,45,8,10,1,2,61,6
Clinosperma vaginata,6,0,0,0,0,0,0,0,0
Clinostigma savoryanum,5,0,0,0,0,0,0,0,0
Clintonia andrewsiana,1,4,0,0,0,0,0,0,0
Clintonia borealis,0,0,10,0,9,0,0,14,0
Clintonia udensis,1,4,2,0,0,0,2,0,0
Clintonia uniflora,2,5,0,0,0,0,0,0,0
Clitoria amazonum,1,8,0,0,2,0,0,0,0
Clitoria arborea,0,0,0,0,0,2,1,0,0
Clitoria arborescens,0,0,0,0,0,0,1,0,0
Clitoria australis,0,2,0,0,0,0,0,0,0
Clitoria densiflora,1,0,0,0,0,0,0,0,0
Clitoria epetiolata,1,0,0,0,0,0,0,0,0
Clitoria fairchildiana,1,0,0,0,0,0,0,0,0
Clitoria falcata,2,0,0,0,0,2,0,0,0
Clitoria guianensis,1,0,0,0,0,0,0,0,0
Clitoria heterophylla,2,2,0,4,0,0,0,0,0
Clitoria irwinii,1,0,0,0,0,0,0,0,0
Clitoria javitensis,0,0,9,0,0,7,0,8,0
Clitoria javitensis var. portobellensis,1,8,0,0,0,0,0,0,0
Clitoria lasciva,6,12,0,4,0,0,0,0,0
Clitoria laurifolia,1,0,0,0,0,0,0,0,0
Clitoria sp,0,0,0,0,0,5,0,0,0
Clitoria ternatea,12,29,0,4,0,2,0,0,0
Clivia nobilis,0,0,0,0,2,0,0,0,0
Clivia sp,0,0,0,0,0,1,0,0,0
Clusia alata,7,0,2,0,1,0,0,0,0
Clusia amazonica,0,0,0,0,0,2,1,0,0
Clusia burchellii,1,0,0,0,0,0,0,0,0
Clusia candelabrum,0,0,0,0,0,0,1,0,0
Clusia clusioides,1,1,2,0,0,1,0,0,0
Clusia coclensis,0,0,1,0,0,0,0,0,0
Clusia columnaris,1,1,0,0,1,0,0,0,0
Clusia cretosa,0,0,31,0,33,0,31,31,16
Clusia criuva,3,2,4,0,3,2,2,6,2
Clusia diamantina,1,0,0,0,0,0,0,0,0
Clusia elliptica,0,0,1,0,7,0,0,0,0
Clusia ellipticifolia,1,1,16,0,0,0,0,0,0
Clusia flava,0,0,0,0,0,1,0,0,0
Clusia flavida,0,0,5,0,1,3,0,0,0
Clusia fluminensis,0,0,0,0,4,0,0,0,0
Clusia fockeana,0,0,0,0,0,0,1,0,0
Clusia gardneri,1,0,0,0,0,0,0,0,0
Clusia grandiflora,13,13,5,0,3,0,1,8,1
Clusia gundlachii,0,0,1,0,0,1,0,0,0
Clusia hammeliana,0,0,4,0,4,1,1,0,2
Clusia havetioides,0,0,0,0,3,8,0,0,0
Clusia hilariana,0,0,1,0,1,0,0,0,1
Clusia insignis,0,0,2,0,2,1,0,0,1
Clusia lanceolata,1,0,0,0,0,0,0,0,0
Clusia lineata,0,0,0,0,0,0,1,0,0
Clusia loranthacea,0,0,0,0,0,0,1,0,0
Clusia melchiorii,1,0,0,0,0,0,0,0,0
Clusia minor,1,1,0,0,0,3,0,0,0
Clusia multiflora,0,0,1,0,2,0,0,0,0
Clusia nemorosa,2,0,8,0,0,0,9,16,0
Clusia nigrolineata,0,0,0,0,0,2,1,0,0
Clusia obdeltifolia,1,0,0,0,0,0,0,0,0
Clusia obovata,1,1,0,0,1,0,0,0,0
Clusia octandra,0,0,0,0,0,0,1,0,0
Clusia palmana,0,0,2,0,0,0,0,2,0
Clusia palmicida,0,0,0,0,0,1,1,0,0
Clusia panapanari,15,15,0,0,0,0,0,0,0
Clusia pusilla,1,8,0,0,0,0,0,0,0
Clusia riedeliana,1,0,0,0,0,0,0,0,0
Clusia rosea,8,2,7,0,5,2,4,0,0
Clusia rotundata,0,0,1,0,0,0,0,0,0
Clusia salvinii,7,0,1,0,0,0,0,0,0
Clusia sp,0,0,63,0,20,22,12,13,12
Clusia spathulaefolia,1,8,0,0,0,0,0,0,0
Clusia stenophylla,0,0,3,0,0,2,0,1,0
Clusia uvitana,0,0,0,0,3,0,0,0,0
Clusia weddelliana,1,0,0,0,0,0,0,0,0
Clusiaceae sp,0,0,0,0,0,1,0,0,0
Clusiella axillaris,0,0,0,0,0,0,1,0,0
Clutia abyssinica,2,5,0,0,0,0,0,0,0
Clutia affinis,3,9,0,0,0,0,0,0,0
Clutia brassii,1,1,0,0,0,0,0,0,0
Clutia conferta,1,1,0,0,0,0,0,0,0
Clutia katharinae,1,1,0,0,0,0,0,0,0
Clutia paxii,1,3,0,0,0,0,0,0,0
Clutia pterogona,1,1,0,0,0,0,0,0,0
Clutia pulchella,3,5,0,0,0,0,0,0,0
Cneoridium dumosum,3,11,0,0,0,0,0,0,0
Cneorum pulverulentum,8,0,0,0,0,1,0,0,0
Cneorum tricoccon,9,0,13,0,4,0,0,0,0
Cnestidium rufescens,0,1,1,0,0,3,6,0,0
Cnestis ferruginea,0,0,0,0,0,2,0,0,0
Cnestis palala,0,0,0,0,0,4,0,0,0
Cnestis polyphylla,2,2,0,0,0,0,0,0,0
Cnestis sp,0,0,0,0,0,4,0,0,0
Cnidium cnidiifolium,1,7,0,4,0,0,0,0,0
Cnidium dubium,141,6,0,0,0,0,0,20,0
Cnidoscolus aculeatissimus,2,0,0,0,0,0,0,0,0
Cnidoscolus albomaculatus,2,0,0,0,0,0,0,0,0
Cnidoscolus angustidens,2,10,0,0,0,0,0,0,0
Cnidoscolus aurelii,2,0,0,0,0,0,0,0,0
Cnidoscolus bahianus,2,0,2,0,0,0,2,0,0
Cnidoscolus calcareus,2,0,0,0,0,0,0,0,0
Cnidoscolus calyptratus,2,0,0,0,0,0,0,0,0
Cnidoscolus cervii,2,0,0,0,0,0,0,0,0
Cnidoscolus conicus,2,0,0,0,0,0,0,0,0
Cnidoscolus elasticus,2,12,0,0,0,0,0,0,0
Cnidoscolus froesii,2,0,0,0,0,0,0,0,0
Cnidoscolus graminifolius,2,0,0,0,0,0,0,0,0
Cnidoscolus inaequalis,2,0,0,0,0,0,0,0,0
Cnidoscolus infernidialis,0,0,1,0,0,0,0,0,0
Cnidoscolus lombardii,2,0,0,0,0,0,0,0,0
Cnidoscolus maracayensis,2,0,0,0,0,0,0,0,0
Cnidoscolus minarum,2,0,0,0,0,0,0,0,0
Cnidoscolus mitis,2,0,0,0,0,0,0,0,0
Cnidoscolus multilobus,7,8,0,0,0,0,0,0,0
Cnidoscolus paucistamineus,2,0,0,0,0,0,0,0,0
Cnidoscolus pubescens,4,0,2,0,0,0,2,0,0
Cnidoscolus quercifolius,4,0,0,0,0,0,0,0,0
Cnidoscolus sellowianus,2,0,0,0,0,0,0,0,0
Cnidoscolus spathulatus,2,0,0,0,0,0,0,0,0
Cnidoscolus spinosus,6,0,1,0,1,0,0,0,0
Cnidoscolus subinteger,2,0,0,0,0,0,0,0,0
Cnidoscolus tehuacanensis,1,1,0,0,0,0,0,0,0
Cnidoscolus tridentifer,2,0,0,0,0,0,0,0,0
Cnidoscolus tubulosus,2,12,0,0,0,0,0,0,0
Cnidoscolus urens,7,7,0,0,0,0,0,0,0
Cnidoscolus urens var. urens,6,0,0,0,0,0,0,0,0
Cnidoscolus vitifolius,2,0,0,0,0,0,0,0,0
Coatesia sp,0,0,0,0,0,1,0,0,0
Cobaea scandens,2,9,0,0,0,0,0,0,0
Coccinia adoensis,2,8,0,0,0,0,0,0,0
Coccinia grandiflora,0,6,0,4,0,0,0,0,0
Coccinia grandis,7,13,1,5,0,5,0,0,0
Coccinia mackenii,4,4,0,0,0,0,0,0,0
Coccinia quinqueloba,2,8,0,0,0,0,0,0,0
Coccinia rehmannii,8,14,0,5,0,0,0,0,0
Coccinia schliebenii,0,0,0,0,0,2,0,0,0
Coccinia sessilifolia,2,8,0,5,0,0,0,0,0
Coccinia trilobata,2,8,0,5,0,0,0,0,0
Coccocypselum aureum,1,0,0,0,0,0,0,0,0
Coccocypselum condalia,1,0,0,0,0,0,0,0,0
Coccocypselum cordifolium,2,1,0,0,0,0,0,0,0
Coccocypselum erythrocephalum,1,0,0,0,0,0,0,0,0
Coccocypselum hasslerianum,1,0,0,0,0,0,0,0,0
Coccocypselum hirsutum,1,0,0,0,0,0,0,0,0
Coccocypselum lanceolatum,1,0,0,0,0,0,0,0,0
Coccocypselum lymansmithii,1,0,0,0,0,0,0,0,0
Coccocypselum pedunculare,1,0,0,0,0,0,0,0,0
Coccoloba acapulcensis,0,0,1,0,0,2,0,0,0
Coccoloba acrostichoides,2,0,0,0,0,0,0,0,0
Coccoloba acuminata,0,0,0,0,0,1,1,0,0
Coccoloba alnifolia,0,0,8,0,0,0,8,22,0
Coccoloba arborescens,2,0,0,0,0,0,0,0,0
Coccoloba argentinensis,2,0,0,0,0,1,0,0,0
Coccoloba ascendens,2,0,0,0,0,0,0,0,0
Coccoloba barbadensis,1,8,2,0,2,0,0,0,0
Coccoloba brasiliensis,2,0,0,0,0,0,0,0,0
Coccoloba cereifera,2,0,0,0,0,0,0,0,0
Coccoloba cordi,0,0,2,0,3,0,0,1,0
Coccoloba coronata,0,0,27,0,3,2,0,25,0
Coccoloba cujabensis,2,0,0,0,0,0,0,0,0
Coccoloba declinata,3,0,0,0,0,0,0,0,0
Coccoloba densifrons,2,0,16,0,8,5,11,1,2
Coccoloba diversifolia,1,2,3,0,1,1,1,0,0
Coccoloba excelsa,0,0,0,0,2,8,0,0,1
Coccoloba fallax,0,0,0,0,0,0,2,0,0
Coccoloba fuertesii,1,1,0,0,0,0,0,0,0
Coccoloba gigante,0,0,2,0,3,0,0,1,0
Coccoloba guanacastensis,0,0,2,0,0,0,0,0,2
Coccoloba hondurensis,5,6,14,0,0,3,7,15,0
Coccoloba incrassata,1,1,0,0,0,0,0,0,0
Coccoloba jill,0,0,2,0,3,0,0,1,0
Coccoloba krugii,2,2,0,0,0,1,6,0,0
Coccoloba laevis,0,0,5,0,0,0,4,10,0
Coccoloba lancifuzz,0,0,2,0,3,0,0,1,0
Coccoloba latifolia,2,0,0,0,0,1,1,0,0
Coccoloba lehmannii,10,8,0,0,0,4,1,0,0
Coccoloba leoganensis,1,1,0,0,0,0,0,0,0
Coccoloba lepidota,0,0,0,0,0,0,1,0,0
Coccoloba liebmannii,0,0,2,0,1,0,0,0,0
Coccoloba longifolia,0,0,0,0,0,3,0,0,0
Coccoloba lucidula,2,0,0,0,0,0,0,0,0
Coccoloba manzinellensis,0,1,26,0,2,2,0,25,0
Coccoloba marginata,2,0,0,0,0,0,0,0,0
Coccoloba microstachya,4,9,2,0,11,0,0,0,0
Coccoloba mollis,7,8,9,0,9,3,6,20,3
Coccoloba montana,4,0,7,0,0,0,7,14,0
Coccoloba ninfi,0,0,0,0,3,0,0,0,0
Coccoloba obtusifolia,2,0,0,0,0,0,0,0,0
Coccoloba padiformis,0,0,0,0,0,0,1,0,0
Coccoloba papel,0,0,2,0,3,0,0,1,0
Coccoloba paraensis,2,0,0,0,0,0,0,0,0
Coccoloba parimensis,2,1,20,0,3,3,0,14,0
Coccoloba peruviana,0,0,0,0,0,2,1,0,0
Coccoloba pubescens,1,2,0,0,0,0,0,0,0
Coccoloba puntoblanco,0,0,2,0,3,0,0,1,0
Coccoloba puntonegro,0,0,2,0,3,0,0,1,0
Coccoloba pyrifolia,2,3,3,0,1,0,1,0,0
Coccoloba ramosisissima,0,0,1,0,0,0,0,0,0
Coccoloba rosea,0,0,1,0,0,0,0,0,0
Coccoloba salicifolia,2,0,0,0,0,0,0,0,0
Coccoloba savannarum,2,0,0,0,0,0,0,0,0
Coccoloba scandens,2,0,0,0,0,0,0,0,0
Coccoloba sintenisii,2,2,1,0,0,0,0,0,0
Coccoloba sp,0,0,0,0,0,12,0,0,0
Coccoloba spruceana,0,0,0,0,0,0,1,0,0
Coccoloba striata,2,0,0,0,0,0,0,0,0
Coccoloba subcordata,1,1,0,0,0,0,0,0,0
Coccoloba subscab,0,0,2,0,3,0,0,1,0
Coccoloba swartzii,1,2,1,0,0,3,0,0,0
Coccoloba tuerckheimii,0,0,2,0,3,0,1,0,0
Coccoloba uvifera,11,7,2,0,0,1,8,16,0
Coccoloba venosa,1,1,0,0,0,0,0,0,0
Coccoloba warmingii,2,0,1,0,0,1,1,0,0
Coccothrinax argentata,7,0,0,0,0,0,0,0,0
Coccothrinax barbadensis,7,1,0,0,0,0,0,0,0
Coccothrinax ekmanii,1,1,0,0,0,0,0,0,0
Coccothrinax jamaicensis,6,0,0,0,0,0,0,0,0
Coccothrinax sp,6,0,0,0,0,0,0,0,0
Coccothrinax spissa,1,1,0,0,0,0,0,0,0
Cocculus carolinus,2,7,0,1,0,0,0,0,0
Cocculus diversifolius,2,4,0,0,0,0,0,0,0
Cocculus hirsutus,2,4,0,1,0,0,0,0,0
Cocculus laurifolius,0,0,2,0,0,0,0,0,0
Cocculus orbiculatus,5,3,1,0,0,0,0,0,0
Cocculus pendulus,3,5,0,4,0,0,0,0,0
Cochlearia aestuaria,1,0,0,0,0,0,0,0,0
Cochlearia anglica,24,15,0,10,0,0,0,5,0
Cochlearia danica,180,15,1,7,0,0,1,44,0
Cochlearia groenlandica,0,0,2,0,3,0,2,2,0
Cochlearia micacea,1,1,0,0,0,0,0,0,0
Cochlearia officinalis,29,36,0,8,0,0,7,6,0
Cochlearia officinalis subsp. officinalis,9,23,0,6,0,0,0,5,0
Cochlearia pyrenaica,4,12,1,5,0,0,0,0,0
Cochlearia scotica,2,2,0,0,0,0,0,0,0
Cochlearia tatrae,2,2,0,0,0,0,0,0,0
Cochlidium serrulatum,0,0,1,0,0,1,0,0,0
Cochlospermum fraseri,1,9,13,0,13,2,0,1,0
Cochlospermum gillivraei,2,14,1,4,0,0,0,0,0
Cochlospermum orinocense,1,121,0,0,0,0,1,0,0
Cochlospermum planchonii,1,7,20,0,22,2,18,0,0
Cochlospermum regium,1,0,6,0,0,0,6,12,0
Cochlospermum religiosum,3,18,0,4,0,0,0,0,0
Cochlospermum sp,0,0,0,0,0,2,0,0,0
Cochlospermum tinctorium,7,7,0,0,0,1,0,0,0
Cochlospermum vitifolium,25,27,13,0,7,0,3,6,7
Cocos nucifera,9,14,0,0,0,3,0,0,0
Cocos sp,0,0,0,0,5,0,0,0,0
Codariocalyx gyroides,1,8,1,0,1,0,0,0,0
Codariocalyx motorius,1,1,0,0,0,0,0,0,0
Coddia rudis,1,1,0,0,8,0,0,0,0
Codia discolor,0,0,0,0,2,0,0,0,0
Codiaeum variegatum,1,10,0,0,0,0,0,0,0
Codon royenii,4,19,1,0,0,0,0,0,0
Codon schenckii,5,7,0,4,0,0,0,0,0
Codon sp,6,0,1,0,1,0,0,0,0
Codonanthe devosiana,2,0,0,0,0,0,0,0,0
Codonanthe sp,0,0,0,0,0,1,0,0,0
Codonanthopsis crassifolia,0,0,0,0,0,1,0,0,0
Codonanthopsis macradenia,0,0,26,0,16,0,0,0,8
Codonanthopsis uleana,0,0,2,0,0,4,0,0,0
Codonoboea humilis,0,0,0,0,0,1,0,0,0
Codonoboea platypus,1,8,0,0,0,0,0,0,0
Codonocarpus attenuatus,3,1,0,0,0,0,0,0,0
Codonocarpus cotinifolius,4,15,1,0,0,1,0,0,0
Codonocarpus pyramidalis,1,7,0,0,0,0,0,0,0
Codonopsis clematidea,5,11,0,5,0,0,0,0,0
Codonopsis javanica,1,7,0,4,0,0,0,0,0
Codonopsis javanica subsp. japonica,1,1,0,4,0,0,0,0,0
Codonopsis pilosula subsp. tangshen,2,2,0,0,0,0,0,0,0
Codonopsis rotundiflora var. angustifolia,0,0,0,1,0,0,0,0,0
Codonopsis rotundifolia,0,0,0,4,0,0,0,0,0
Coelachyrum brevifolium,1,1,0,0,0,0,0,0,0
Coelachyrum piercei,2,2,0,2,0,0,0,0,0
Coelocarpum madagascariensis,0,6,0,0,0,0,0,0,0
Coelocarpum swinglei,0,6,0,0,0,0,0,0,0
Coelocaryon botryoides,0,0,3,0,3,0,0,0,3
Coelocaryon preussii,0,0,3,0,19,3,0,0,19
Coelocaryon sphaerocarpum,1,1,0,0,0,0,0,0,0
Coelodepas hainanensis,0,0,0,0,1,0,0,0,0
Coelogyne flexuosa,1,1,0,0,0,0,0,0,0
Coelogyne sp,0,0,0,0,0,6,0,0,0
Coelogyne susanae,1,1,0,0,0,0,0,0,0
Coelorachis aurita,2,0,0,0,0,0,0,0,0
Coelorachis balansae,2,0,0,0,0,0,0,0,0
Coelorachis cylindrica,1,6,0,2,0,0,0,0,0
Coelorachis rottboellioides,1,1,0,0,9,0,0,0,0
Coelorachis rugosa,0,1,0,0,0,0,0,0,0
Coelospermum paniculatum var. syncarpum,1,8,0,0,0,0,0,0,0
Coelospermum reticulatum,1,9,1,0,2,1,0,0,0
Coelostegia griffithii,0,0,1,0,2,0,0,0,2
Coffea ambongensis,1,1,0,0,0,0,0,0,0
Coffea arabica,56,24,2105,0,2423,5,2103,416,385
Coffea benghalensis,0,0,0,0,0,6,0,0,0
Coffea buxifolia,4,4,0,0,0,0,0,0,0
Coffea canephora,1,8,0,0,0,28,0,0,0
Coffea commersoniana,2,8,0,0,0,0,0,0,0
Coffea congensis,1,8,0,0,0,0,0,0,0
Coffea decaryana,1,1,0,0,0,0,0,0,0
Coffea grevei subsp. mahajangensis,1,1,0,0,0,0,0,0,0
Coffea humbertii,2,8,0,4,0,0,0,0,0
Coffea liberica,4,20,0,0,0,1,0,0,0
Coffea macrocarpa,2,2,0,0,0,0,0,0,0
Coffea mauritiana,1,1,0,0,0,0,0,0,0
Coffea mufindiensis subsp. australis,1,1,0,0,0,0,0,0,0
Coffea perrieri,1,7,0,0,0,0,0,0,0
Coffea racemosa,1,8,0,0,0,1,0,0,0
Coffea sp,0,0,1,0,0,0,0,0,0
Cogniauxia podolaena,0,0,0,0,0,4,0,0,0
Coincya monensis,3,10,1,5,0,0,0,2,0
Coincya monensis subsp. cheiranthos,0,0,1,0,0,0,0,0,0
Coincya monensis subsp. monensis,5,17,0,5,0,0,0,0,0
Coincya monensis subsp. recurvata,1,0,0,0,0,0,0,0,0
Coincya richeri,2,2,0,0,0,0,0,0,0
Coincya transtagana,1,1,0,0,0,0,0,0,0
Coincya wrightii,9,13,0,8,0,0,6,0,0
Coix lacryma-jobi,9,16,0,2,0,0,0,0,0
Coix puellarum,1,1,0,2,0,0,0,0,0
Cojoba arborea,10,10,10,0,0,0,3,6,0
Cojoba catenata,0,0,0,0,0,2,0,0,0
Cojoba rufescens,0,1,5,0,2,1,0,4,0
Cola acuminata,1,8,0,0,0,1,3,0,0
Cola caricifolia,0,0,3,0,3,0,2,0,0
Cola chlamydantha,0,0,0,0,0,3,0,0,0
Cola congolana,0,0,0,0,0,2,0,0,0
Cola cordifolia,0,0,0,0,0,1,0,0,0
Cola edeensis,0,0,0,0,0,1,0,0,0
Cola flavovelutina,0,0,0,0,0,1,0,0,0
Cola gigantea,0,0,13,0,4,0,12,9,0
Cola greenwayi,0,0,3,0,2,4,0,1,0
Cola griseiflora,0,0,2,0,14,2,0,0,14
Cola lateritia,0,0,1,0,3,3,0,0,3
Cola lateritia var. maclaudii,0,0,0,0,0,1,0,0,0
Cola lepidota,0,0,0,0,0,1,0,0,0
Cola lizae,12,10,0,0,0,0,0,0,0
Cola minor,0,0,0,0,0,1,0,0,0
Cola mossambicensis,1,7,0,0,0,0,0,0,0
Cola pachycarpa,0,0,0,0,0,1,0,0,0
Cola rostrata,0,0,0,0,0,1,0,0,0
Cola sp,0,0,0,0,1,3,0,0,1
Cola verticillata,0,0,0,0,3,0,0,0,0
Colchicum alpinum,1,1,0,0,0,0,0,0,0
Colchicum arenarium,1,1,0,0,0,0,0,0,0
Colchicum autumnale,213,25,24,0,3,0,3,11,0
Colchicum bulbocodium,0,0,5,0,0,0,0,5,0
Colchicum burchellii,1,1,0,0,0,0,0,0,0
Colchicum circinatum,4,1,0,0,0,0,0,0,0
Colchicum coloratum subsp. coloratum,1,1,0,0,0,0,0,0,0
Colchicum dregei,0,0,0,1,0,0,0,0,0
Colchicum europaeum,7,9,0,1,0,0,0,0,0
Colchicum filifolium,1,1,0,0,0,0,0,0,0
Colchicum gramineum,0,0,0,1,0,0,0,0,0
Colchicum hungaricum,0,0,5,0,0,0,0,5,0
Colchicum kotschyi,0,0,0,0,0,0,9,0,0
Colchicum macrophyllum,0,1,0,0,0,0,0,0,0
Colchicum melanthioides,1,1,0,0,0,0,0,0,0
Colchicum montanum,2,8,2,0,0,0,0,0,0
Colchicum pusillum,1,1,0,0,0,0,0,0,0
Colchicum rechingeri,0,1,0,0,0,0,0,0,0
Colchicum ritchii,1,1,0,0,0,0,0,0,0
Colchicum roseum,1,1,0,0,0,0,0,0,0
Colchicum speciosum,2,2,0,0,0,0,0,0,0
Colchicum stevenii,3,3,0,0,0,0,0,0,0
Colchicum striatum,0,2,0,0,0,0,0,0,0
Colchicum szovitsii,1,1,0,0,0,0,0,0,0
Colchicum szovitsii subsp. brachyphyllum,2,2,0,0,0,0,0,0,0
Colchicum trigynum,2,4,0,0,0,0,0,0,0
Colchicum tunicatum,1,1,0,0,0,0,0,0,0
Colchicum tuviae,1,1,0,0,0,0,0,0,0
Colchicum umbrosum,1,1,0,0,0,0,0,0,0
Colchicum woronowii,1,1,0,0,0,0,0,0,0
Coldenia procumbens,1,7,0,4,0,0,0,0,0
Colea fusca,1,1,0,0,0,0,0,0,0
Coleanthus subtilis,136,3,0,0,0,0,0,0,0
Coleochloa setifera,2,6,0,2,0,0,0,0,0
Coleocoma centaurea,1,1,0,0,0,0,0,0,0
Coleogyne ramosissima,1,7,12,5,6,0,0,11,0
Coleonema album,1,1,0,0,0,0,0,0,0
Coleonema calycinum,1,1,0,0,0,0,0,0,0
Coleonema juniperinum,1,1,0,0,0,0,0,0,0
Coleonema pulchellum,1,10,0,0,0,0,0,0,0
Coleostephus myconis,7,15,5,7,6,0,5,5,0
Colladonia crenata,2,10,0,0,0,0,0,0,0
Collaea cipoensis,1,0,0,0,0,0,0,0,0
Colleteria seminervis,0,0,1,0,0,0,0,0,0
Colletia spinosissima,2,2,0,0,0,1,0,0,0
Colliguaja integerrima,0,10,1,1,2,0,0,0,0
Colliguaja odorifera,1,7,0,4,3,1,0,0,0
Colliguaja salicifolia,1,1,0,4,2,0,0,0,0
Collinsia concolor,1,7,0,4,0,0,0,0,0
Collinsia corymbosa,1,8,0,0,0,0,0,0,0
Collinsia heterophylla,5,18,0,11,0,0,0,0,0
Collinsia heterophylla var. heterophylla,2,8,0,4,0,0,0,0,0
Collinsia linearis,2,9,0,4,0,0,0,0,0
Collinsia parryi,7,10,0,0,0,0,0,0,0
Collinsia parviflora,5,19,0,4,0,0,0,0,0
Collinsia rattanii,1,8,0,0,0,0,0,0,0
Collinsia sparsiflora,2,10,1,0,1,0,0,0,1
Collinsia tinctoria,2,12,0,0,0,0,0,0,0
Collinsia torreyi,1,8,0,0,0,0,0,0,0
Collinsia verna,0,10,0,0,0,1,0,0,0
Collinsonia canadensis,1,1,0,0,1,2,0,0,0
Collomia biflora,1,6,0,4,0,0,0,0,0
Collomia diversifolia,1,7,0,0,0,0,0,0,0
Collomia grandiflora,11,17,0,5,0,0,0,0,0
Collomia heterophylla,1,7,0,0,0,0,0,0,0
Collomia linearis,5,14,0,3,0,0,0,2,0
Collomia tinctoria,1,7,0,0,0,0,0,0,0
Collomia tracyi,1,7,0,0,0,0,0,0,0
Colobanthus acicularis,0,0,3,0,4,0,0,0,0
Colobanthus affinis,1,1,0,0,1,0,0,0,0
Colobanthus apetalus,2,2,0,0,0,0,0,0,0
Colobanthus apetalus var. apetalus,1,1,0,0,0,0,0,0,0
Colobanthus buchananii,0,1,1,0,5,0,0,0,0
Colobanthus kerguelensis,0,0,16,0,0,0,10,0,0
Colobanthus muscoides,1,1,0,0,0,0,0,0,0
Colobanthus nivicola,0,0,1,0,0,0,1,1,0
Colobanthus quitensis,8,12,1,2,3,0,0,0,0
Colobanthus sp,0,0,0,0,1,0,0,0,0
Colobanthus strictus,0,1,1,0,0,0,0,0,0
Colobanthus subulatus,4,4,1,2,0,0,1,1,0
Colocasia esculenta,47,0,0,0,0,3,0,32,0
Colocasia gigantea,0,0,0,0,0,1,0,0,0
Colocasia sp,0,0,0,0,0,3,0,0,0
Cologania angustifolia,0,1,20,0,10,0,0,0,10
Cologania broussonetii,2,2,0,0,1,0,0,0,1
Colona auriculata,6,0,0,0,0,0,0,0,0
Colona javanica,6,0,0,0,0,0,0,0,0
Colona merguensis,6,0,0,0,0,0,0,0,0
Colona scabra,6,0,0,0,0,0,0,0,0
Colona serratifolia,6,0,0,0,0,0,0,0,0
Colona sp,0,0,0,0,0,2,0,0,0
Colophospermum mopane,3,1,29,5,51,5,1,0,2
Colpodium humile,1,1,0,2,0,0,0,0,0
Colpodium ponticum,0,2,10,0,7,0,10,11,1
Colpodium variegatum,0,3,12,0,13,0,12,13,1
Colpoon compressum,3,11,0,2,0,8,0,0,0
Colpothrinax aphanopetala,0,0,1,0,0,0,0,0,0
Colubri arbol,0,0,1,0,1,0,0,0,0
Colubrina alluaudii,1,7,0,6,0,0,0,0,0
Colubrina arbol,0,0,1,0,2,0,0,1,0
Colubrina arborescens,10,23,0,6,1,2,1,0,0
Colubrina asiatica,4,10,0,4,0,1,0,0,0
Colubrina berteroana,1,1,0,0,0,0,0,0,0
Colubrina cubensis,1,0,0,0,0,0,0,0,0
Colubrina decipiens,12,18,0,4,0,0,0,0,0
Colubrina elliptica,1,2,3,0,0,0,0,0,0
Colubrina glandulosa,2,1,7,4,2,2,0,3,0
Colubrina glandulosa var. antillana,1,1,0,0,0,0,0,0,0
Colubrina greggii,3,12,0,0,0,0,0,0,0
Colubrina humbertii,1,1,0,0,0,0,0,0,0
Colubrina macrocarpa,2,8,0,4,0,0,0,0,0
Colubrina oppositifolia,0,0,2,0,2,0,0,0,0
Colubrina retusa,1,0,0,0,0,0,0,0,0
Colubrina sp,7,0,0,0,0,1,0,0,0
Colubrina spinosa,0,0,4,0,3,2,1,0,0
Colubrina texensis,2,9,0,4,6,0,0,0,0
Colubrina triflora,4,16,1,4,1,0,0,0,0
Colubrina verrucosa,0,0,1,0,0,0,0,0,0
Colubrina viridis,1,1,0,0,0,0,0,0,0
Columnea ambigua,2,2,0,0,0,0,0,0,0
Columnea billbergiana,0,0,4,0,6,1,0,0,3
Columnea harrisii,1,1,0,0,0,0,0,0,0
Columnea magnifica,1,1,0,0,0,0,0,0,0
Columnea proctorii,1,1,0,4,0,0,0,0,0
Columnea sanguinea,1,1,0,0,0,0,0,0,0
Columnea schiedeana,1,1,0,0,0,0,0,0,0
Coluria sp,7,0,0,0,0,0,0,0,0
Colutea abyssinica,3,12,0,4,0,0,0,0,0
Colutea aleppica,6,0,0,0,0,0,0,0,0
Colutea arborescens,44,37,1,6,0,0,1,12,0
