AccSpeciesName,DispersalSyndrome28,SeedDryMass26,SLA3117,GerminationRate95,LeafN14,LeafArea3113,LeafArea3114,LeafDryMass55,LeafCN146
Viburnum odoratissimum,10,10,0,0,0,0,0,0,0
Viburnum odoratissimum var. awabuki,0,6,1,0,0,0,0,0,0
Viburnum opulus,399,67,97,5,37,5,3,13,12
Viburnum opulus var. americanum,0,1,0,0,0,0,0,0,0
Viburnum orientale,2,11,0,4,0,0,0,0,0
Viburnum parvifolium,1,1,0,0,0,0,0,0,0
Viburnum plicatum,0,0,36,0,10,0,0,0,10
Viburnum plicatum var. plicatum,0,0,1,0,1,0,1,0,1
Viburnum plicatum var. tomentosum,0,6,0,0,0,0,0,0,0
Viburnum prunifolium,17,19,41,0,12,1,0,24,10
Viburnum punctatum,1,7,0,4,0,0,0,0,0
Viburnum rafinesquianum,0,1,54,0,25,1,0,0,19
Viburnum recognitum,7,1,2,0,2,3,0,4,0
Viburnum rhytidophyllum,1,1,2,0,0,0,1,1,0
Viburnum rufidulum,2,1,118,0,11,0,0,27,10
Viburnum sargentii,0,0,45,0,21,1,5,0,12
Viburnum schensianum,0,0,1,0,1,0,0,0,1
Viburnum sempervirens,7,10,5,0,5,0,4,0,1
Viburnum sempervirens var. trichophorum,0,0,1,0,1,0,1,0,1
Viburnum setigerum,1,7,37,0,11,0,1,0,11
Viburnum sieboldii,0,0,33,0,10,0,0,0,10
Viburnum sp,5,0,1,0,2,5,1,0,1
Viburnum stipitatum,0,1,0,0,0,0,0,0,0
Viburnum sympodiale,0,0,2,0,1,0,1,0,1
Viburnum tengyuehense,1,1,0,0,0,0,0,0,0
Viburnum tiliifolium,1,1,0,0,0,0,0,0,0
Viburnum tinus,23,31,103,4,57,8,29,37,32
Viburnum tinus subsp. tinus,4,4,0,0,0,0,0,0,0
Viburnum tridentatum,1,0,0,0,0,0,0,0,0
Viburnum trilobum,0,0,39,0,10,0,0,0,10
Viburnum urceolatum,0,0,1,0,0,0,0,0,0
Viburnum utile,1,7,0,0,0,0,0,0,0
Viburnum venustum,0,0,5,0,0,0,0,5,0
Viburnum villosum,0,0,0,0,0,2,0,0,0
Viburnum wrightii,0,0,45,0,14,0,0,0,10
Vicarya sp,0,0,0,0,0,1,0,0,0
Vicia abbreviata,2,2,0,0,0,0,0,0,0
Vicia acutifolia,1,1,0,0,0,0,0,0,0
Vicia aintabensis,5,5,0,0,0,0,0,0,0
Vicia alpestris,1,1,0,0,0,2,0,0,0
Vicia americana,3,12,105,2,51,46,0,29,10
Vicia americana subsp. americana,2,10,0,0,0,0,0,0,0
Vicia amoena,1,1,4,0,5,0,2,0,1
Vicia amurensis,1,1,0,0,0,0,0,0,0
Vicia anatolica,1,1,0,0,0,0,0,0,0
Vicia angustifolia,4,15,6,0,0,0,2,2,0
Vicia angustifolia subsp. angustifolia,9,1,1,0,0,0,0,0,0
Vicia argentea,1,1,0,0,0,0,0,0,0
Vicia articulata,22,30,0,0,0,0,0,10,0
Vicia assyriaca,5,5,0,0,0,0,0,0,0
Vicia balansae,4,4,0,0,0,0,0,0,0
Vicia barbazitae,4,4,0,4,0,0,0,0,0
Vicia basaltica,1,1,0,0,0,0,0,0,0
Vicia benghalensis,9,22,2,0,2,0,2,0,0
Vicia bithynica,58,55,0,9,0,0,2,0,0
Vicia canescens,2,8,0,5,0,0,0,0,0
Vicia cassia,5,5,0,0,0,0,0,0,0
Vicia cassubica,121,26,1,5,0,0,0,5,0
Vicia ciliatula,1,1,0,0,0,0,0,0,0
Vicia cirrhosa,1,1,0,0,0,0,0,0,0
Vicia costata,1,1,0,0,0,0,0,0,0
Vicia cracca,348,121,217,6,96,1,7,228,30
Vicia cracca subsp. cracca,2,1,0,0,0,0,0,0,0
Vicia cracca subsp. incana,2,1,0,0,0,0,0,0,0
Vicia cretica,5,10,0,8,0,0,0,0,0
Vicia crocea,3,3,0,0,6,0,0,0,0
Vicia cusnae,0,0,0,5,0,0,0,0,0
Vicia cuspidata,56,62,0,5,0,0,0,0,0
Vicia cypria,2,2,0,0,0,0,0,0,0
Vicia dionysiensis,3,3,0,0,0,0,0,0,0
Vicia disperma,8,5,0,6,0,0,0,0,0
Vicia dumetorum,34,31,0,0,0,0,0,0,0
Vicia epetiolaris,12,18,0,5,0,0,0,0,0
Vicia eristalioides,2,2,0,0,0,0,0,0,0
Vicia ervilia,71,82,0,5,0,0,0,10,0
Vicia esdraelonensis,2,2,0,0,0,0,0,0,0
Vicia faba,14,25,29,0,27,0,2,5,0
Vicia faba var. minor,1,8,0,0,0,0,0,0,0
Vicia floridana,1,1,0,0,0,0,0,0,0
Vicia galeata,10,10,0,0,0,0,0,0,0
Vicia galilaea,6,6,0,0,0,0,0,0,0
Vicia galilaea subsp. galilaea,3,3,0,0,0,0,0,0,0
Vicia graminea,10,17,0,0,2,1,0,0,2
Vicia grandiflora,33,30,10,1,0,0,0,20,0
Vicia hirsuta,113,93,9,7,20,0,2,13,0
Vicia hulensis,1,1,0,0,0,0,0,0,0
Vicia hyaeniscyamus,5,5,0,0,0,0,0,0,0
Vicia hybrida,168,176,1,6,2,0,0,0,1
Vicia hyrcanica,3,3,0,0,0,0,0,0,0
Vicia japonica,0,0,0,0,4,0,0,0,0
Vicia johannis,41,41,0,0,0,0,0,0,0
Vicia johannis var. johannis,2,2,0,0,0,0,0,0,0
Vicia kalakhensis,4,4,0,0,0,0,0,0,0
Vicia lathyroides,79,66,12,5,0,0,2,12,0
Vicia laxiflora,4,4,0,0,0,0,0,0,0
Vicia leucantha,1,1,0,0,0,0,0,0,0
Vicia lilacina,1,1,0,0,0,0,0,0,0
Vicia ludoviciana,1,7,0,5,0,0,0,0,0
Vicia ludoviciana subsp. leavenworthii,2,10,0,0,0,0,0,0,0
Vicia lunata,2,2,0,0,0,0,0,0,0
Vicia lutea,67,68,1,6,0,0,4,0,0
Vicia lutea subsp. lutea,4,4,0,6,0,0,0,0,0
Vicia lutea subsp. vestita,25,25,0,0,0,0,0,0,0
Vicia megalotropis,1,1,0,0,0,0,0,0,0
Vicia melanops,11,9,0,0,0,0,0,0,0
Vicia michauxii,6,6,0,0,0,0,0,0,0
Vicia mollis,23,23,0,0,0,0,0,0,0
Vicia monantha,16,38,1,5,0,0,0,0,0
Vicia monantha subsp. triflora,1,1,0,0,0,0,0,0,0
Vicia montbretii,6,6,0,0,0,0,0,0,0
Vicia multicaulis,0,0,2,0,0,0,0,0,0
Vicia narbonensis,135,156,9,4,0,0,0,9,0
Vicia nervata,0,0,0,0,0,1,0,0,0
Vicia nigricans,2,2,0,0,0,0,0,0,0
Vicia nigricans subsp. gigantea,2,10,0,0,0,0,0,0,0
Vicia noeana,16,23,0,0,0,0,0,0,0
Vicia noeana subsp. megalodonta,1,1,0,0,0,0,0,0,0
Vicia noeana subsp. noeana,1,1,0,0,0,0,0,0,0
Vicia onobrychioides,1,1,0,5,1,0,0,0,0
Vicia oroboides,4,10,0,0,0,0,0,0,0
Vicia orobus,8,18,0,4,0,0,1,0,0
Vicia palaestina,86,89,0,4,0,0,0,0,0
Vicia pannonica,29,32,0,0,0,0,0,0,0
Vicia pannonica subsp. striata,0,0,5,0,0,0,0,5,0
Vicia parviflora,6,19,0,9,0,0,0,0,0
Vicia paucifolia,1,1,0,0,0,0,0,0,0
Vicia peregrina,140,150,1,6,1,0,0,0,0
Vicia pisiformis,8,7,5,0,0,0,0,5,0
Vicia pseudo-cicera,1,1,0,0,0,0,0,0,0
Vicia pseudo-orobus,1,1,0,0,0,0,0,0,0
Vicia pubescens,1,0,0,0,0,0,0,0,0
Vicia pulchella,0,1,20,0,10,0,0,0,10
Vicia pyrenaica,12,12,0,0,0,0,0,0,0
Vicia qatmensis,5,5,0,0,0,0,0,0,0
Vicia ramulifolia,1,1,0,0,0,0,0,0,0
Vicia sativa,130,137,74,7,31,1,4,68,2
Vicia sativa subsp. amphicarpa,27,27,0,0,0,0,0,0,0
Vicia sativa subsp. cordata,6,12,0,2,0,0,0,0,0
Vicia sativa subsp. incisa,3,3,0,0,0,0,0,0,0
Vicia sativa subsp. macrocarpa,6,6,0,5,0,0,0,0,0
Vicia sativa subsp. nigra,209,218,2,6,0,0,0,10,0
Vicia sativa subsp. sativa,183,186,0,5,0,0,0,0,0
Vicia sepium,69,61,6,5,8,0,3,11,0
Vicia sericocarpa,63,63,0,0,0,0,0,0,0
Vicia serratifolia,5,5,0,0,0,0,0,0,0
Vicia sinensis,0,1,0,0,0,0,0,0,0
Vicia sp,6,0,0,2,4,7,0,0,0
Vicia subvillosa,0,0,0,0,0,0,6,0,0
Vicia sylvatica,159,20,1,5,7,0,1,2,3
Vicia tenuifolia,21,33,2,5,0,1,0,9,0
Vicia tenuifolia subsp. elegans,1,1,0,0,0,0,0,0,0
Vicia tenuifolia subsp. tenuifolia,2,2,0,0,0,0,0,0,0
Vicia tenuifolia subsp. variabilis,1,1,0,0,0,0,0,0,0
Vicia tenuissima,12,0,0,0,0,0,0,0,0
Vicia tetrasperma,106,89,8,7,0,0,4,4,0
Vicia tigridis,1,1,0,0,0,0,0,0,0
Vicia unijuga,1,1,8,0,13,0,5,0,2
Vicia villosa,52,76,7,5,14,0,2,15,6
Vicia villosa subsp. microphylla,1,1,0,5,0,0,0,0,0
Vicia villosa subsp. varia,25,35,0,6,0,0,0,0,0
Vicia villosa subsp. villosa,1,1,0,0,0,0,0,5,0
Victoria sp,2,0,0,0,0,0,0,0,0
Vidalasia pubescens,1,1,0,0,0,0,0,0,0
Vigna angivensis,1,1,0,0,0,0,0,0,0
Vigna angularis,4,22,0,0,0,0,0,0,0
Vigna caracalla,1,0,0,0,0,0,0,0,0
Vigna comosa subsp. comosa,1,1,0,4,0,0,0,0,0
Vigna frutescens subsp. frutescens,1,1,0,4,0,0,0,0,0
Vigna hirtella,1,1,0,0,0,0,0,0,0
Vigna lanceolata,1,3,0,4,0,0,0,0,0
Vigna luteola,14,16,0,4,0,0,0,0,0
Vigna marina,2,2,0,0,0,1,0,0,0
Vigna mungo,1,8,0,0,0,0,0,0,0
Vigna nigritia,1,7,0,5,0,0,0,0,0
Vigna platyloba,1,1,0,4,0,0,0,0,0
Vigna racemosa,9,15,0,6,0,0,0,0,0
Vigna radiata,15,64,0,4,0,0,0,0,0
Vigna radicans,1,1,0,0,0,0,0,0,0
Vigna reticulata,2,2,0,0,0,0,0,0,0
Vigna sp,0,0,0,1,2,1,0,0,0
Vigna subterranea,24,26,0,0,0,0,0,0,0
Vigna trilobata,7,8,0,0,0,0,0,0,0
Vigna umbellata,12,12,0,0,0,0,0,0,0
Vigna unguiculata,15,44,0,7,7,2,0,0,0
Vigna unguiculata subsp. baoulensis,10,10,0,0,0,0,0,0,0
Vigna unguiculata subsp. dekindtiana,14,20,0,4,0,0,0,0,0
Vigna unguiculata subsp. stenophylla,2,2,0,4,1,0,0,0,0
Vigna unguiculata subsp. unguiculata,3,12,0,0,0,0,0,0,0
Vigna unguiculata var. spontanea,1,7,0,0,0,0,0,0,0
Vigna vexillata,3,14,0,4,0,0,0,0,0
Viguiera cordata,1,7,0,0,0,0,0,0,0
Viguiera decurrens,1,8,0,0,0,0,0,0,0
Viguiera deltoidea,4,10,11,4,2,0,0,11,0
Viguiera dentata,7,20,0,10,0,0,0,0,0
Viguiera dentata var. lancifolia,1,7,0,4,0,0,0,0,0
Viguiera grammatoglossa,1,7,0,0,0,0,0,0,0
Viguiera grammatoglossa var. grammatoglossa,2,8,0,0,0,0,0,0,0
Viguiera pazensis,1,1,0,0,0,0,0,0,0
Viguiera pinnatilobata,6,12,0,4,0,0,0,0,0
Viguiera sp,0,0,0,4,0,1,0,0,0
Viguiera stenoloba,7,16,0,0,0,0,0,0,0
Viguieranthus longiracemosus,0,0,10,0,0,0,0,0,0
Viguierella madagascariensis,1,1,0,0,0,0,0,0,0
Villadia patula,2,2,0,2,0,0,0,0,0
Villarsia goldblattiana,1,1,0,0,0,0,0,0,0
Villarsia parnassifolia,0,6,0,0,0,0,0,0,0
Vinca difformis,0,0,2,0,0,0,0,0,0
Vinca herbacea,0,0,17,0,0,0,0,17,0
Vinca major,1,0,2,0,0,0,2,2,0
Vinca major subsp. hirsuta,1,1,0,0,0,0,0,0,0
Vinca minor,20,11,12,0,3,0,2,23,3
Vincetoxicum albovianum,0,0,1,0,0,0,0,0,0
Vincetoxicum canescens,1,1,0,0,0,0,0,0,0
Vincetoxicum conspicuum,1,1,0,0,0,0,0,0,0
Vincetoxicum forrestii,1,1,0,4,0,0,0,0,0
Vincetoxicum funebre,1,1,0,0,0,0,0,0,0
Vincetoxicum fuscatum,2,2,0,0,0,0,0,0,0
Vincetoxicum hirundinaria,20,26,5,4,10,2,0,36,5
Vincetoxicum indicum,0,0,1,0,0,0,0,0,0
Vincetoxicum mongolicum,0,0,0,0,5,0,0,0,0
Vincetoxicum nigrum,3,1,12,0,2,0,0,11,1
Vincetoxicum pannonicum,1,7,0,0,0,0,0,0,0
Vincetoxicum rossicum,0,0,0,0,23,0,0,517,0
Vine,0,0,0,0,5,0,0,0,2
Viola acuminata,0,0,4,0,4,0,4,0,1
Viola adunca,1,7,63,0,2,23,17,0,0
Viola aizoon,1,1,0,0,0,0,0,0,0
Viola alba,10,5,69,0,15,2,5,66,6
Viola alba subsp. dehnhardtii,1,0,0,0,0,0,0,0,0
Viola alba subsp. scotophylla,2,1,1,0,0,0,0,0,0
Viola alpina,1,0,0,0,0,0,0,0,0
Viola altaica,0,0,15,0,7,0,15,16,1
Viola ambigua,4,1,0,0,0,0,0,0,0
Viola arborescens,2,1,1,0,0,0,0,0,0
Viola arcuata,1,10,14,0,14,0,13,0,0
Viola argenteria,1,1,0,0,0,0,0,0,0
Viola arvensis,31,119,12,8,3,0,1,25,3
Viola arvensis subsp. arvensis,2,0,0,0,0,0,0,0,0
Viola balearica,0,0,3,0,3,0,0,0,0
Viola balearica_x,0,0,2,0,1,0,0,0,0
Viola beckwithii,0,6,0,0,0,0,0,0,0
Viola betonicifolia,1,7,10,5,0,0,10,10,0
Viola betonicifolia subsp. betonicifolia,1,7,1,0,0,0,1,1,0
Viola betonicifolia subsp. novaguineensis,1,1,0,0,0,0,0,0,0
Viola bicolor,1,1,0,4,0,0,0,0,0
Viola biflora,17,7,97,0,11,0,75,95,2
Viola blanda,0,10,0,0,0,0,0,0,0
Viola calcarata,8,0,0,0,3,0,0,10,3
Viola calcarata subsp. cavillieri,1,1,0,0,0,0,0,0,0
Viola canadensis,0,11,20,0,10,0,0,0,10
Viola canina,45,24,12,5,11,2,7,32,6
Viola canina subsp. canina,2,1,1,0,0,0,0,0,0
Viola canina subsp. montana,2,1,1,0,0,0,0,0,0
Viola caucasica,1,1,0,0,0,0,0,0,0
Viola cenisia,5,1,3,0,0,0,3,3,0
Viola cinerea,1,1,0,0,0,0,0,0,0
Viola collina,11,5,10,0,0,0,0,9,0
Viola comollia,2,10,0,5,0,0,0,0,0
Viola concolor,0,0,0,0,0,1,0,0,0
Viola cornuta,1,9,0,0,0,0,1,0,0
Viola corsica subsp. ilvensis,1,1,0,0,0,0,0,0,0
Viola cucullata,0,0,0,0,0,1,0,0,0
Viola culminis,1,1,0,0,0,0,0,0,0
Viola cunninghamii,0,1,1,0,0,1,0,0,0
Viola dacica,1,1,1,0,0,0,0,0,0
Viola dissecta,0,0,1,0,1,0,0,0,0
Viola douglasii,2,11,1,0,1,0,0,0,1
Viola dubyana,1,7,0,0,0,0,0,0,0
Viola elatior,157,16,0,0,0,0,0,0,0
Viola epipsila,3,0,0,0,0,0,0,0,0
Viola eugeniae,1,1,0,0,0,0,0,0,0
Viola ferrarinii,1,1,0,0,0,0,0,0,0
Viola fuscoviolacea,0,0,1,0,0,0,1,1,0
Viola glabella,2,10,0,0,0,0,0,0,0
Viola godoyae,1,1,0,0,0,0,0,0,0
Viola hederacea,5,20,12,0,0,6,1,6,0
Viola hederacea subsp. seppeltiana,2,2,0,0,0,0,0,0,0
Viola hirta,51,40,8,4,7,0,5,17,5
Viola improcera,1,7,0,0,0,0,0,0,0
Viola incognita,0,0,0,0,1,0,0,0,0
Viola jaubertiana,1,1,7,0,4,0,0,0,0
Viola jordanii,1,0,0,0,0,0,0,0,0
Viola kitaibeliana,4,9,1,4,0,0,1,0,0
Viola kunawurensis,0,0,3,0,0,2,0,2,0
Viola kupffieri,1,1,0,0,0,0,0,0,0
Viola lactea,3,8,0,5,0,0,1,0,0
Viola lanceolata,0,0,0,0,0,0,0,3,0
Viola langeana,4,4,0,0,0,0,0,0,0
Viola laricicola,1,1,0,0,0,0,0,0,0
Viola latiuscula,0,0,0,0,0,0,0,3,0
Viola lobata,1,8,0,0,0,0,0,0,0
Viola lutea,11,18,0,5,0,0,1,4,0
Viola lutea subsp. sudetica,1,1,0,0,0,0,0,0,0
Viola macedonica,1,1,0,0,0,0,0,0,0
Viola macloskeyi,1,8,0,0,0,0,0,3,0
Viola maculata,3,3,0,0,0,0,0,0,0
Viola magellanica,0,0,1,0,0,1,1,0,0
Viola mandshurica,2,9,0,0,0,0,0,0,0
Viola mirabilis,29,17,6,0,3,2,0,21,0
Viola missouriensis,1,1,0,4,0,0,0,0,0
Viola modesta,1,1,0,0,0,0,0,0,0
Viola nuttallii,2,9,0,0,2,0,0,0,0
Viola occulta,2,2,0,0,0,0,2,1,0
Viola odorata,58,20,6,4,7,0,1,14,3
Viola palmata,0,10,0,0,0,0,0,0,0
Viola palustris,61,18,10,5,1,2,1,16,0
Viola papilionacea,0,8,0,0,0,1,0,0,0
Viola pedata,52,13,0,0,0,0,0,0,52
Viola pedatifida,1,4,16,4,36,0,0,33,31
Viola pedunculata,1,8,1,0,0,0,0,0,0
Viola persicifolia,4,3,0,4,0,0,2,25,0
Viola pinnata,4,1,0,0,0,0,0,0,0
Viola polypoda,2,8,0,0,0,0,0,0,0
Viola praemorsa,0,10,0,10,9,0,0,0,0
Viola praemorsa subsp. linguifolia,1,8,0,0,0,0,0,0,0
Viola primulifolia,1,8,0,0,0,0,0,0,0
Viola pubescens,6,21,8,4,2,1,0,12,0
Viola pumila,142,10,0,0,0,0,0,0,0
Viola purpurea,1,8,0,0,0,0,0,0,0
Viola purpurea subsp. venosa,1,8,0,0,0,0,0,0,0
Viola pyrenaica,5,0,0,0,0,0,0,0,0
Viola reichenbachiana,26,17,183,4,33,0,45,213,17
Viola rhodopeia,1,1,0,0,0,0,0,0,0
Viola riviniana,50,42,19,5,13,0,7,27,6
Viola rotundifolia,0,0,0,0,1,0,0,0,0
Viola rugulosa,0,0,26,0,1,26,0,0,0
Viola rupestris,173,6,5,1,0,0,1,0,0
Viola sagittata,1,21,8,0,10,1,0,8,10
Viola schensiensis,0,0,2,0,0,0,2,0,0
Viola scorpiuroides,0,1,0,0,0,0,0,0,0
Viola selkirkii,1,10,6,0,3,0,1,5,3
Viola sempervirens,2,10,0,0,0,0,0,0,0
Viola septentrionalis,0,0,0,0,0,0,0,3,0
Viola sieheana,1,1,0,0,0,0,0,0,0
Viola somchetica,1,1,0,0,0,0,0,0,0
Viola sororia,0,0,27,0,2,2,0,29,0
Viola sp,6,0,14,0,5,11,5,1,1
Viola striata,0,10,0,0,0,1,0,0,0
Viola suavis,3,0,0,0,0,0,0,0,0
Viola subandina,1,1,0,0,0,0,0,0,0
Viola taltalensis,1,1,0,0,0,0,0,0,0
Viola thomasiana,3,0,0,0,0,0,0,0,0
Viola tricolor,53,45,8,7,5,1,0,9,3
Viola tricolor subsp. curtisii,19,15,1,0,0,0,0,10,0
Viola tricolor subsp. saxatilis,0,1,1,0,0,0,0,0,0
Viola tricolor subsp. tricolor,3,1,0,0,0,0,0,0,0
Viola tridentata,1,1,0,0,0,0,0,0,0
Viola trinervata,1,7,0,4,0,0,0,0,0
Viola uliginosa,11,1,0,0,0,0,0,0,0
Viola valderia,1,1,0,0,0,0,0,0,0
Viola variegata,0,0,3,0,0,0,2,0,0
Violaceae sp,0,0,0,0,0,1,0,0,0
Virectaria multiflora,2,2,0,4,0,0,0,0,0
Virectaria sp,0,0,0,0,0,3,0,0,0
Virgilia divaricata,3,11,0,4,0,0,0,0,0
Virgilia oroboides,2,10,0,4,0,21,0,10,0
Virgilia oroboides subsp. oroboides,2,10,0,1,0,0,0,0,0
Virola bicuhyba,2,2,14,0,5,0,2,5,4
Virola caducifolia,0,0,0,0,2,0,1,0,0
Virola calophylla,13,6,18,0,24,8,1,0,7
Virola crebrinervia,0,0,0,0,0,0,1,0,0
Virola decorticans,0,0,0,0,0,2,1,0,0
Virola divergens,0,0,0,0,0,2,1,0,0
Virola dixonii,0,0,2,0,3,0,1,1,0
Virola duckei,0,0,10,0,11,4,1,1,4
Virola elongata,0,1,14,0,46,5,2,13,20
Virola flexuosa,5,1,2,0,3,2,1,1,0
Virola fuzzy,0,0,1,0,2,0,0,1,0
Virola gardneri,1,0,0,0,0,0,0,0,0
Virola guatemalensis,5,6,5,0,0,0,0,5,0
Virola koschnyi,0,4,14,0,9,2,10,18,4
Virola kwatae,1,1,34,0,18,0,0,40,9
Virola loretensis,0,0,0,0,0,0,1,0,0
Virola macrocarpa,0,0,10,0,0,0,0,10,0
Virola malmei,1,0,0,0,0,0,0,0,0
Virola marlenei,0,0,0,0,0,0,1,0,0
Virola michelii,16,50,253,0,104,2,2,248,50
Virola microfuzzy,0,0,2,0,3,0,0,1,0
Virola minutiflora,0,0,0,0,0,0,1,0,0
Virola mollis,0,0,0,0,1,0,0,1,0
Virola mollissima,0,0,2,0,4,3,1,0,0
Virola multicostata,0,0,6,0,2,0,1,10,1
Virola multiflora,0,1,29,0,10,4,2,29,6
Virola multinervia,0,0,2,0,3,2,1,1,0
Virola nervosa,0,0,0,0,2,0,0,0,0
Virola obovata,0,0,2,0,3,2,1,1,0
Virola pavo,0,0,10,0,1,0,10,1,0
Virola pavonis,0,0,34,0,45,8,5,0,14
Virola peruviana,0,0,0,0,0,2,1,0,0
Virola sebifera,14,13,84,0,69,11,8,62,44
Virola sessilis,1,0,0,0,0,0,0,0,0
Virola sp,5,2,21,0,21,10,0,0,10
Virola subsessilis,1,0,0,0,0,0,0,0,0
Virola surinamensis,29,93,63,0,15,10,1,23,7
Virola theiodora,0,0,0,0,2,0,1,0,0
Virola urbaniana,1,0,0,0,0,0,0,0,0
Virola venosa,0,0,0,0,0,0,1,0,0
Virotia leptophylla,0,0,0,0,0,0,0,10,0
Viscainoa geniculata,2,2,0,0,0,0,0,0,0
Viscaria alpina,19,28,0,4,0,0,0,0,0
Viscaria asterias,1,5,0,2,0,0,0,0,0
Viscaria atropurpurea,0,0,0,3,0,0,0,0,0
Viscaria vulgaris,52,69,3,6,4,0,3,8,2
Viscum album,440,15,1,0,0,0,1,12,0
Viscum album subsp. abietis,7,0,0,0,0,0,0,0,0
Viscum album subsp. austriacum,7,0,0,0,0,0,0,0,0
Viscum articulatum,5,0,0,0,0,0,0,0,0
Viscum cruciatum,1,1,0,0,0,0,0,0,0
Viscum ovalifolium,5,0,0,0,0,0,0,0,0
Viscum sp,0,0,0,0,0,1,0,0,0
Vismia baccifera,1,2,35,0,8,2,1,32,0
Vismia bemerguii,0,0,0,0,0,0,1,0,0
Vismia billbergiana,0,0,10,0,2,1,0,9,0
Vismia bosque,0,0,2,0,3,0,0,1,0
Vismia brasiliensis,1,0,0,0,0,0,0,0,0
Vismia camparaguey,0,0,30,0,20,0,0,0,0
Vismia cayennensis,6,1,1,0,24,0,1,4,1
Vismia confertiflora,0,0,0,0,0,0,1,0,0
Vismia ferruginea,1,1,0,0,0,1,0,0,0
Vismia floribunda,0,0,2,0,3,0,0,1,0
Vismia gracilis,1,0,6,0,5,2,2,0,0
Vismia guianensis,8,0,12,0,3,4,16,24,0
Vismia japurensis,1,0,22,0,37,2,4,1,0
Vismia jefensis,0,0,1,0,0,0,0,0,0
Vismia lateriflora,0,0,0,0,0,0,1,0,0
Vismia latifolia,7,0,0,0,0,0,1,0,0
Vismia lauriformis,1,9,15,0,23,4,1,2,0
Vismia laxiflora,1,8,0,0,0,0,0,0,0
Vismia macrophylla,1,8,5,0,4,5,2,1,0
Vismia micrantha,1,0,0,0,0,0,0,0,0
Vismia orientalis,3,9,0,4,0,0,0,0,0
Vismia pozuzoensis,0,0,0,0,0,0,1,0,0
Vismia sandwithii,0,0,0,0,0,0,1,0,0
Vismia schultesii,0,0,2,0,2,0,0,0,0
Vismia sessilifolia,7,0,0,0,1,0,0,0,0
Vismia sp,8,0,40,0,43,11,0,0,39
Vismia sprucei,0,0,2,0,3,0,1,1,0
Vismia tomentosa,0,0,1,0,1,0,1,0,0
Visnea cayennensis,0,0,0,0,21,0,0,0,0
Visnea mocanera,0,0,3,0,2,2,0,1,0
Vitaceae sp,0,0,0,0,0,2,0,0,0
Vitellaria paradoxa,4,11,39,0,43,11,35,0,0
Vitellaria paradoxa subsp. paradoxa,1,7,0,0,0,0,0,0,0
Vitex acuminata,0,2,0,0,0,0,0,0,0
Vitex agnus-castus,6,25,13,5,10,0,0,0,0
Vitex altissima,0,0,1,0,0,0,0,0,0
Vitex beraviensis,1,7,0,4,0,0,0,0,0
Vitex betsiliensis,0,6,0,0,0,0,0,0,0
Vitex bracteata,0,6,0,0,0,0,0,0,0
Vitex buchananii,0,0,0,0,0,1,0,0,0
Vitex capitata,2,8,0,0,0,0,0,0,0
Vitex chrysocarpa,0,6,0,5,2,0,0,0,0
Vitex chrysomallum,0,6,0,0,0,0,0,0,0
Vitex cofassus,0,0,0,0,0,1,0,0,0
Vitex compressa,0,0,0,0,0,0,1,0,0
Vitex congolensis,0,0,1,0,3,1,0,0,3
Vitex cooperi,0,0,2,0,3,3,1,0,0
Vitex cymosa,3,9,1,0,3,4,1,0,2
Vitex degeneriana,1,0,0,0,0,0,0,0,0
Vitex divaricata,0,2,1,0,1,1,1,0,0
Vitex doniana,2,10,0,0,0,0,0,0,0
Vitex duckei,0,0,2,0,2,1,0,0,1
Vitex ferruginea,0,6,0,0,0,1,0,0,0
Vitex fischeri,0,0,0,0,0,1,0,0,0
Vitex flavens,1,0,0,0,0,0,0,0,0
Vitex gamosepala,0,0,0,0,0,1,0,0,0
Vitex gaumeri,0,0,0,0,0,2,0,0,0
Vitex glabrata,1,8,0,0,0,0,0,0,0
Vitex grandifolia,0,0,4,0,4,0,3,0,0
Vitex keniensis,2,10,0,0,0,1,0,0,0
Vitex lignum-vitae,0,0,10,0,0,0,10,0,0
Vitex lucens,1,10,27,0,4,4,0,0,0
Vitex madiensis,0,0,0,0,2,0,0,0,0
Vitex megapotamica,2,0,0,0,1,0,0,0,0
Vitex melicopea,0,0,5,0,0,0,5,0,0
Vitex microphylla,0,6,0,0,0,0,0,0,0
Vitex mollis,7,0,0,0,0,0,0,0,0
Vitex negundo,1,10,12,0,30,2,8,0,6
Vitex negundo var. cannabifolia,0,6,1,0,0,1,0,0,0
Vitex obovata,0,6,0,4,0,0,0,0,0
Vitex orinocensis,0,0,0,0,0,0,1,0,0
Vitex panshiniana,1,0,0,0,0,0,0,0,0
Vitex parviflora,0,0,1,0,0,0,0,0,0
Vitex peduncularis,1,8,0,0,0,0,0,0,0
Vitex perrieri,0,6,0,0,0,0,0,0,0
Vitex pervillei,1,7,0,0,0,0,0,0,0
Vitex polygama,2,0,1,0,0,0,1,0,0
Vitex pseudolea,0,0,0,0,0,0,1,0,0
Vitex quinata,0,0,28,0,29,0,29,0,0
Vitex rehmannii,0,6,0,0,0,0,0,0,0
Vitex rivularis,0,0,0,0,0,1,0,0,0
Vitex rufescens,1,0,5,0,0,0,5,10,0
Vitex scabra,1,1,0,0,0,0,0,0,0
Vitex schaueriana,1,0,0,0,0,0,0,0,0
Vitex schomburgkiana,1,0,0,0,0,0,0,0,0
Vitex schunkei,0,0,2,0,3,2,1,1,0
